Sample in Buffer,Sample in Window,TRIGGER,u_FFT_Top/ram_addr_write[12:0],u_FFT_Top/<const0>_1,u_FFT_Top/<const0>_2,u_FFT_Top/ram_addr_read[12:0],u_FFT_Top/<const0>_3,u_FFT_Top/<const0>,u_FFT_Top/ram_data_in[31:0],u_FFT_Top/ram_data_out[31:0],u_FFT_Top/s_axis_data_tdata[31:0],u_FFT_Top/fft_256_data_out[31:0],u_FFT_Top/fft_16_data_out_1[31:0],u_FFT_Top/fft_16_data_out[31:0],u_FFT_Top/fft_16_valid_out
915,915,0,09f6,0,0,0000,0,0,10d31b29,116ef3b3,febcff84,7a70e225,00000000,00000000,0
916,916,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
917,917,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
918,918,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
919,919,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
920,920,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
921,921,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
922,922,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
923,923,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
924,924,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
925,925,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,7a70e225,00000000,00000000,0
926,926,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,2918055a,00000000,00000000,0
927,927,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,112d36b7,00000000,00000000,0
928,928,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,f5012930,00000000,00000000,0
929,929,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,105aef25,00000000,00000000,0
930,930,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,067cece4,00000000,00000000,0
931,931,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,f3efff67,00000000,00000000,0
932,932,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,fc6ff79c,00000000,00000000,0
933,933,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,02ecfb55,00000000,00000000,0
934,934,0,09f7,0,0,0000,0,0,7a70e225,116ef3b3,febcff84,04d9cd0e,00000000,00000000,0
935,935,0,0a00,0,0,0000,0,0,04d9cd0e,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
936,936,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
937,937,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
938,938,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
939,939,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
940,940,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
941,941,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
942,942,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
943,943,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
944,944,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
945,945,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f422f215,00000000,00000000,0
946,946,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,f671f544,00000000,00000000,0
947,947,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,0050df72,00000000,00000000,0
948,948,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,0ce4f51a,00000000,00000000,0
949,949,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,01692aa1,00000000,00000000,0
950,950,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,cd310b4f,00000000,00000000,0
951,951,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,018b8447,00000000,00000000,0
952,952,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,9dd0e8f3,00000000,00000000,0
953,953,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,55fec28d,00000000,00000000,0
954,954,0,0a01,0,0,0000,0,0,f422f215,116ef3b3,01bdfe6c,6e0e1c52,00000000,00000000,0
955,955,0,0a0a,0,0,0000,0,0,6e0e1c52,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
956,956,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
957,957,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
958,958,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
959,959,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
960,960,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
961,961,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
962,962,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
963,963,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
964,964,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
965,965,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,2512c62f,00000000,00000000,0
966,966,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,133efcf3,00000000,00000000,0
967,967,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,04340388,00000000,00000000,0
968,968,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,16b6f268,00000000,00000000,0
969,969,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,f07eec0d,00000000,00000000,0
970,970,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,e62cbceb,00000000,00000000,0
971,971,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,414846f5,00000000,00000000,0
972,972,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,19bc22be,00000000,00000000,0
973,973,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,18f60f0b,00000000,00000000,0
974,974,0,0a0b,0,0,0000,0,0,2512c62f,116ef3b3,ff5dff99,035a0504,00000000,00000000,0
975,975,0,0a14,0,0,0000,0,0,035a0504,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
976,976,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
977,977,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
978,978,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
979,979,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
980,980,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
981,981,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
982,982,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
983,983,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
984,984,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
985,985,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0fcd08de,00000000,00000000,0
986,986,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0c5d02cf,00000000,00000000,0
987,987,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0e7c090f,00000000,00000000,0
988,988,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0bb20661,00000000,00000000,0
989,989,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0b370557,00000000,00000000,0
990,990,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0ab804b5,00000000,00000000,0
991,991,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0b100431,00000000,00000000,0
992,992,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0b63033f,00000000,00000000,0
993,993,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0ed30599,00000000,00000000,0
994,994,0,0a15,0,0,0000,0,0,0fcd08de,116ef3b3,000d0277,0f7e0949,00000000,00000000,0
995,995,0,0a1e,0,0,0000,0,0,0f7e0949,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
996,996,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
997,997,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
998,998,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
999,999,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
1000,1000,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
1001,1001,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
1002,1002,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
1003,1003,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
1004,1004,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
1005,1005,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,06f305b9,00000000,00000000,0
1006,1006,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,0c93fa01,00000000,00000000,0
1007,1007,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,353123ee,00000000,00000000,0
1008,1008,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,13ffda84,00000000,00000000,0
1009,1009,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,e49ade4a,00000000,00000000,0
1010,1010,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,e290fc6b,00000000,00000000,0
1011,1011,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,00d10a82,00000000,00000000,0
1012,1012,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,fe330548,00000000,00000000,0
1013,1013,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,fec3fd7d,00000000,00000000,0
1014,1014,0,0a1f,0,0,0000,0,0,06f305b9,116ef3b3,ff77fe77,fccf0775,00000000,00000000,0
1015,1015,0,0a28,0,0,0000,0,0,fccf0775,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1016,1016,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1017,1017,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1018,1018,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1019,1019,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1020,1020,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1021,1021,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1022,1022,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1023,1023,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1024,1024,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1025,1025,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,05a2fe5b,00000000,00000000,0
1026,1026,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,32ad04db,00000000,00000000,0
1027,1027,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,f85b0578,00000000,00000000,0
1028,1028,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,f8700042,00000000,00000000,0
1029,1029,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,f8090505,00000000,00000000,0
1030,1030,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,0106ffe7,00000000,00000000,0
1031,1031,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,fd9701db,00000000,00000000,0
1032,1032,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,00c90311,00000000,00000000,0
1033,1033,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,fdb302c9,00000000,00000000,0
1034,1034,0,0a29,0,0,0000,0,0,05a2fe5b,116ef3b3,0198ff50,fe2f0278,00000000,00000000,0
1035,1035,0,0a32,0,0,0000,0,0,fe2f0278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1036,1036,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1037,1037,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1038,1038,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1039,1039,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1040,1040,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1041,1041,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1042,1042,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1043,1043,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1044,1044,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1045,1045,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe560278,00000000,00000000,0
1046,1046,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fe940248,00000000,00000000,0
1047,1047,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fea7025c,00000000,00000000,0
1048,1048,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,ffa302a6,00000000,00000000,0
1049,1049,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fdeb03ef,00000000,00000000,0
1050,1050,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,f97103f9,00000000,00000000,0
1051,1051,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,fbbbfe96,00000000,00000000,0
1052,1052,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,07c301cd,00000000,00000000,0
1053,1053,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,d6a206b3,00000000,00000000,0
1054,1054,0,0a33,0,0,0000,0,0,fe560278,116ef3b3,ff1b01f4,f03e1d69,00000000,00000000,0
1055,1055,0,0a3c,0,0,0000,0,0,f03e1d69,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1056,1056,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1057,1057,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1058,1058,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1059,1059,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1060,1060,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1061,1061,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1062,1062,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1063,1063,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1064,1064,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1065,1065,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0c4511e9,00000000,00000000,0
1066,1066,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,1093fffb,00000000,00000000,0
1067,1067,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,01b70283,00000000,00000000,0
1068,1068,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,00a80107,00000000,00000000,0
1069,1069,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,059103ee,00000000,00000000,0
1070,1070,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0351fbbe,00000000,00000000,0
1071,1071,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,0a10fb9e,00000000,00000000,0
1072,1072,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,ee681cd0,00000000,00000000,0
1073,1073,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,fa0108c9,00000000,00000000,0
1074,1074,0,0a3d,0,0,0000,0,0,0c4511e9,116ef3b3,ff38fd33,ffc506b1,00000000,00000000,0
1075,1075,0,0a46,0,0,0000,0,0,ffc506b1,116ef3b3,02750100,fff20098,00000000,00000000,0
1076,1076,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1077,1077,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1078,1078,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1079,1079,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1080,1080,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1081,1081,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1082,1082,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1083,1083,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1084,1084,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1085,1085,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,fff20098,00000000,00000000,0
1086,1086,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,ffca05ed,00000000,00000000,0
1087,1087,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,00ef041e,00000000,00000000,0
1088,1088,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,feea0590,00000000,00000000,0
1089,1089,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,ffc4042d,00000000,00000000,0
1090,1090,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,00090420,00000000,00000000,0
1091,1091,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,00240406,00000000,00000000,0
1092,1092,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,00500450,00000000,00000000,0
1093,1093,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,00900483,00000000,00000000,0
1094,1094,0,0a47,0,0,0000,0,0,fff20098,116ef3b3,02750100,ffed05f0,00000000,00000000,0
1095,1095,0,0a50,0,0,0000,0,0,ffed05f0,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1096,1096,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1097,1097,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1098,1098,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1099,1099,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1100,1100,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1101,1101,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1102,1102,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1103,1103,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1104,1104,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1105,1105,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fef905d4,00000000,00000000,0
1106,1106,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,002f021d,00000000,00000000,0
1107,1107,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,04f504a8,00000000,00000000,0
1108,1108,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fad6161e,00000000,00000000,0
1109,1109,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,14b3f748,00000000,00000000,0
1110,1110,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,0531e8e3,00000000,00000000,0
1111,1111,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,f7a1f444,00000000,00000000,0
1112,1112,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,f8e6050f,00000000,00000000,0
1113,1113,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,fca000e0,00000000,00000000,0
1114,1114,0,0a51,0,0,0000,0,0,fef905d4,116ef3b3,fe5f0090,000d0040,00000000,00000000,0
1115,1115,0,0a5a,0,0,0000,0,0,000d0040,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1116,1116,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1117,1117,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1118,1118,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1119,1119,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1120,1120,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1121,1121,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1122,1122,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1123,1123,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1124,1124,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1125,1125,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb4201d5,00000000,00000000,0
1126,1126,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,01d505db,00000000,00000000,0
1127,1127,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,0370175e,00000000,00000000,0
1128,1128,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,f8f7f572,00000000,00000000,0
1129,1129,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fd15f94d,00000000,00000000,0
1130,1130,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fb13fbf3,00000000,00000000,0
1131,1131,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,ff8c0035,00000000,00000000,0
1132,1132,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fd35fe74,00000000,00000000,0
1133,1133,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fd300060,00000000,00000000,0
1134,1134,0,0a5b,0,0,0000,0,0,fb4201d5,116ef3b3,001dfde5,fce1fe6c,00000000,00000000,0
1135,1135,0,0a64,0,0,0000,0,0,fce1fe6c,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1136,1136,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1137,1137,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1138,1138,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1139,1139,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1140,1140,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1141,1141,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1142,1142,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1143,1143,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1144,1144,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1145,1145,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd32fef7,00000000,00000000,0
1146,1146,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd2cff23,00000000,00000000,0
1147,1147,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd36ff4a,00000000,00000000,0
1148,1148,0,0a65,0,0,0000,0,0,fd32fef7,116ef3b3,0159015d,fd02ff5a,00000000,00000000,0
